Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN09942,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN09943,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,9,18,Offline,0,0,0,80.75,0,Not_Canceled
INN09944,1,0,2,2,Meal Plan 1,0,Room_Type 6,31,2018,9,18,Online,0,0,0,156.42,1,Canceled
INN09945,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,2017,11,1,Corporate,0,0,0,65,0,Not_Canceled
INN09946,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,142,0,Not_Canceled
INN09947,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,12,16,Online,0,0,0,93.6,2,Not_Canceled
INN09948,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN09949,2,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,7,8,Online,0,0,0,166,0,Canceled
INN09950,2,0,1,1,Meal Plan 1,1,Room_Type 1,21,2017,12,28,Online,0,0,0,125,2,Not_Canceled
INN09951,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN09952,3,0,0,4,Meal Plan 1,0,Room_Type 4,64,2018,7,12,Online,0,0,0,139.5,0,Canceled
INN09953,2,0,1,2,Meal Plan 1,0,Room_Type 4,25,2017,10,19,Offline,0,0,0,75,0,Not_Canceled
INN09954,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,4,2,Offline,0,0,0,95,2,Not_Canceled
INN09955,3,0,2,2,Meal Plan 1,1,Room_Type 4,173,2018,7,23,Online,0,0,0,130.55,2,Canceled
INN09956,2,0,0,2,Meal Plan 1,0,Room_Type 1,185,2018,5,6,Online,0,0,0,81.77,2,Canceled
INN09957,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN09958,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151,0,Canceled
INN09959,2,0,0,4,Meal Plan 1,1,Room_Type 4,12,2017,11,3,Online,0,0,0,91.45,0,Not_Canceled
INN09960,2,0,0,1,Not Selected,0,Room_Type 1,14,2018,7,8,Online,0,0,0,139,1,Not_Canceled
INN09961,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN09962,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,4,16,Online,0,0,0,90.95,1,Not_Canceled
INN09963,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
INN09964,2,0,1,3,Meal Plan 2,0,Room_Type 1,157,2018,9,5,Online,0,0,0,161.1,2,Canceled
INN09965,2,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,6,3,Offline,0,0,0,75,0,Canceled
INN09966,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,66.88,0,Not_Canceled
INN09967,3,0,2,0,Meal Plan 1,0,Room_Type 4,65,2018,4,24,Online,0,0,0,137.7,2,Not_Canceled
INN09968,1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,71,1,Not_Canceled
INN09969,2,0,0,2,Meal Plan 1,0,Room_Type 1,225,2018,8,12,Online,0,0,0,96.3,0,Canceled
INN09970,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,Canceled
INN09971,2,0,1,2,Not Selected,0,Room_Type 1,155,2018,8,26,Online,0,0,0,85.5,2,Not_Canceled
INN09972,3,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,8,3,Online,0,0,0,135.27,1,Not_Canceled
INN09973,2,0,0,3,Meal Plan 1,0,Room_Type 1,192,2018,8,25,Offline,0,0,0,100,0,Not_Canceled
INN09974,2,0,2,4,Meal Plan 1,0,Room_Type 4,24,2017,10,4,Online,0,0,0,81.7,1,Not_Canceled
INN09975,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2017,9,22,Offline,0,0,0,95,0,Not_Canceled
INN09976,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78,0,Canceled
INN09977,1,0,4,9,Meal Plan 1,0,Room_Type 1,32,2018,11,27,Online,0,0,0,74.8,1,Canceled
INN09978,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,5,8,Online,0,0,0,126.9,0,Canceled
INN09979,2,0,1,0,Meal Plan 1,0,Room_Type 4,40,2018,4,18,Online,0,0,0,109.8,0,Not_Canceled
INN09980,2,0,2,2,Meal Plan 1,0,Room_Type 1,57,2018,12,2,Online,0,0,0,88.4,1,Not_Canceled
INN09981,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,3,21,Offline,0,0,0,85,0,Canceled
INN09982,2,0,2,2,Meal Plan 1,0,Room_Type 4,110,2018,7,22,Online,0,0,0,121.05,0,Not_Canceled
INN09983,3,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,95,0,Not_Canceled
INN09984,2,0,2,2,Not Selected,0,Room_Type 1,196,2018,7,31,Online,0,0,0,80.75,1,Not_Canceled
INN09985,2,2,1,3,Meal Plan 1,0,Room_Type 6,8,2018,2,22,Online,0,0,0,171,0,Canceled
INN09986,2,0,1,0,Meal Plan 1,0,Room_Type 4,30,2018,9,11,Online,0,0,0,149.4,1,Not_Canceled
INN09987,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,4,29,Online,0,0,0,131.6,0,Canceled
INN09988,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
INN09989,2,0,2,1,Meal Plan 1,0,Room_Type 1,229,2018,10,16,Online,0,0,0,96.3,0,Canceled
INN09990,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,3,26,Online,0,0,0,133.5,1,Not_Canceled
INN09991,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled
INN09992,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102,0,Canceled
INN09993,2,0,2,5,Not Selected,0,Room_Type 1,164,2018,7,29,Online,0,0,0,89.25,1,Canceled
INN09994,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN09995,3,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,8,24,Online,0,0,0,152.1,0,Canceled
INN09996,2,0,2,1,Meal Plan 1,0,Room_Type 1,55,2018,4,3,Offline,0,0,0,75,1,Not_Canceled
INN09997,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,9,12,Online,0,0,0,138.67,1,Not_Canceled
INN09998,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Canceled
INN09999,2,0,4,6,Meal Plan 1,0,Room_Type 1,207,2018,8,20,Offline,0,0,0,72.25,0,Not_Canceled
